aX,aY,aZ,gX,gY,gZ
-0.786,1.078,1.100,-1.282,-0.732,8.728
-1.037,1.327,1.361,2.441,-1.282,7.507
-1.303,1.654,1.677,8.118,5.249,3.967
-1.633,1.978,2.090,20.447,20.874,-3.967
-1.859,2.175,2.519,33.081,55.603,-24.902
-2.071,2.304,2.836,42.114,102.966,-55.542
-2.197,2.325,2.952,51.147,168.823,-86.792
-2.344,2.181,2.984,70.374,241.699,-116.760
-2.414,1.948,2.998,81.604,308.228,-151.855
-2.461,1.742,2.950,78.491,369.202,-185.120
-2.519,1.536,2.856,72.937,425.903,-217.163
-2.574,1.257,2.675,65.918,488.647,-251.953
-2.568,0.940,2.256,56.030,546.448,-284.729
-2.492,0.578,1.703,57.983,591.248,-306.274
-2.301,0.070,1.168,65.063,615.784,-319.153
-2.109,-0.402,0.725,59.753,621.033,-324.585
-1.892,-0.719,0.311,49.744,613.770,-317.749
-1.732,-0.926,-0.083,49.255,596.680,-298.218
-1.597,-1.145,-0.352,52.246,568.665,-275.024
-1.424,-1.423,-0.568,48.218,536.621,-255.188
-1.213,-1.618,-0.803,37.109,508.118,-230.347
-0.965,-1.659,-1.136,22.095,479.614,-196.167
-0.703,-1.547,-1.478,11.658,445.801,-156.982
-0.512,-1.342,-1.743,6.958,404.236,-119.202
-0.319,-1.156,-1.904,3.845,353.516,-87.769
-0.109,-1.004,-1.982,-1.465,299.988,-62.012
0.141,-0.875,-2.029,-11.169,251.099,-41.016
0.388,-0.692,-2.050,-28.809,206.970,-24.292
0.591,-0.517,-1.994,-49.438,163.330,-14.038
0.688,-0.356,-1.889,-61.157,124.939,-8.118
0.710,-0.212,-1.776,-62.439,94.055,-2.319
0.712,-0.111,-1.661,-52.307,66.467,3.235
0.709,-0.035,-1.518,-34.424,42.175,7.385
0.695,0.021,-1.361,-15.869,24.475,8.240
0.692,0.097,-1.231,-2.563,13.855,5.737
0.732,0.048,-1.128,11.841,6.409,4.395
0.803,0.039,-1.039,20.264,-0.793,-1.587
0.852,-0.008,-0.962,22.583,-7.751,-5.798
0.894,-0.067,-0.865,21.179,-15.320,-9.705
0.929,-0.130,-0.760,14.832,-24.170,-12.695
0.944,-0.161,-0.650,4.700,-34.424,-12.817
0.938,-0.157,-0.511,-3.418,-44.067,-9.888
0.948,-0.129,-0.384,-8.423,-50.537,-5.859
0.959,-0.092,-0.292,-12.451,-54.077,-0.916
0.966,-0.063,-0.200,-15.198,-56.335,3.479
0.978,-0.039,-0.109,-17.212,-56.213,5.127
1.000,-0.011,-0.020,-17.883,-54.443,4.395
1.003,-0.010,0.070,-16.113,-52.490,4.944
1.012,-0.022,0.172,-16.113,-50.171,4.700
1.011,-0.005,0.238,-23.376,-48.889,4.578
1.001,0.013,0.279,-28.870,-47.302,7.996
0.996,0.046,0.302,-30.151,-44.373,10.925
0.998,0.079,0.295,-29.785,-40.527,11.780
1.000,0.232,0.292,-25.146,-36.560,12.695
0.968,0.052,0.244,-8.911,-34.485,30.701
0.976,0.217,0.287,-7.507,-31.067,14.221
0.965,0.162,0.257,-5.798,-25.269,9.033
0.969,0.164,0.245,2.197,-20.203,3.418
0.972,0.129,0.233,7.996,-15.869,-2.808
0.982,0.098,0.218,14.587,-12.756,-6.104
0.983,0.049,0.205,18.860,-10.620,-8.728
0.978,0.012,0.199,20.935,-9.338,-10.193
0.982,-0.016,0.182,21.301,-8.301,-10.986
0.979,-0.035,0.160,20.813,-7.446,-10.803
0.979,-0.053,0.139,20.203,-7.324,-9.949
0.982,-0.069,0.122,18.982,-7.202,-8.362
0.985,-0.074,0.109,17.029,-7.507,-6.897
0.994,-0.076,0.107,14.343,-7.874,-5.676
1.000,-0.086,0.105,11.353,-8.240,-4.456
1.000,-0.092,0.103,7.935,-8.240,-3.113
1.000,-0.083,0.106,5.005,-9.460,-1.160
0.994,-0.070,0.108,3.418,-11.108,1.099
0.989,-0.057,0.119,2.808,-12.390,2.625
0.978,-0.041,0.130,2.075,-12.390,3.662
0.970,-0.025,0.134,1.648,-10.254,3.845
0.970,-0.012,0.119,1.221,-7.751,3.357
0.986,-0.008,0.099,2.625,-5.859,2.869
1.000,-0.014,0.079,4.333,-5.554,2.563
1.007,-0.025,0.075,5.737,-6.897,3.052
1.004,-0.022,0.091,6.470,-8.911,3.906
0.994,-0.016,0.108,6.897,-10.986,5.127
0.980,-0.005,0.115,8.362,-12.207,6.531

-0.407,0.325,0.842,16.968,5.981,11.292
-0.403,0.326,0.835,14.526,4.761,10.681
-0.398,0.322,0.828,11.353,3.357,9.033
-0.396,0.318,0.824,8.789,1.770,7.629
-0.399,0.319,0.833,6.714,0.732,6.653
-0.401,0.318,0.829,4.944,0.854,5.432
-0.403,0.311,0.833,4.761,1.343,5.249
-0.411,0.315,0.846,4.883,2.319,5.432
-0.410,0.314,0.853,4.822,4.150,5.737
-0.405,0.319,0.842,3.906,5.676,6.042
-0.399,0.322,0.825,3.174,6.042,6.470
-0.391,0.327,0.818,2.808,4.700,6.592
-0.392,0.338,0.818,3.052,3.052,7.202
-0.392,0.340,0.820,3.601,1.343,7.263
-0.392,0.335,0.821,3.662,0.061,6.958
-0.398,0.331,0.828,3.235,-1.221,6.409
-0.404,0.325,0.839,3.235,-2.075,6.104
-0.409,0.327,0.843,2.747,-2.319,6.042
-0.414,0.340,0.845,2.075,-2.197,6.226
-0.418,0.354,0.855,1.892,-2.075,5.859
-0.422,0.354,0.855,1.465,-1.404,5.066
-0.421,0.349,0.854,1.465,-1.160,4.211
-0.419,0.344,0.856,1.770,-1.099,3.723
-0.421,0.340,0.859,2.075,-0.793,3.662
-0.423,0.333,0.869,2.991,-0.305,3.601
-0.429,0.330,0.885,3.052,0.854,3.967
-0.427,0.328,0.884,2.441,3.235,3.906
-0.421,0.330,0.881,1.770,5.371,3.784
-0.419,0.340,0.873,0.366,6.775,3.601
-0.418,0.341,0.860,-0.671,8.179,3.052
-0.414,0.341,0.850,-1.404,7.690,2.808
-0.416,0.356,0.858,-1.709,6.531,3.052
-0.424,0.373,0.865,-1.709,5.493,3.357
-0.436,0.389,0.868,-1.160,4.639,3.662
-0.474,0.420,0.902,-1.831,3.235,3.906
-0.532,0.484,0.988,-2.319,1.831,4.456
-0.612,0.575,1.087,-1.587,2.747,5.920
-0.762,0.690,1.231,-0.488,6.104,7.324
-0.969,0.870,1.430,-3.113,11.963,7.202
-1.240,1.104,1.691,-8.667,21.179,6.165
-1.572,1.392,2.062,-8.423,30.945,3.174
-1.929,1.638,2.577,-1.648,51.331,-7.202
-2.244,1.741,2.986,0.061,97.595,-29.480
-2.439,1.687,3.239,-2.319,165.222,-62.927
-2.489,1.652,3.302,-8.057,250.977,-99.609
-2.478,1.571,3.138,-12.939,348.083,-136.780
-2.430,1.386,2.804,-16.907,438.965,-175.232
-2.299,1.140,2.400,-22.461,506.714,-214.111
-2.184,0.899,2.111,-24.658,546.082,-244.812
-2.071,0.685,1.795,-21.362,568.420,-266.357
-1.948,0.469,1.428,-10.986,580.872,-279.419
-1.798,0.221,1.032,4.211,583.984,-284.302
-1.601,-0.084,0.643,20.264,577.637,-282.410
-1.402,-0.445,0.324,28.748,559.570,-276.855
-1.228,-0.740,0.027,28.564,537.720,-266.174
-1.037,-0.967,-0.244,26.672,515.076,-247.498
-0.897,-1.099,-0.450,23.315,491.333,-223.145
-0.693,-1.173,-0.639,14.282,466.736,-199.158
-0.551,-1.196,-0.822,2.136,438.171,-174.194
-0.453,-1.156,-0.969,-6.836,409.546,-148.560
-0.340,-1.176,-1.059,-15.930,377.197,-126.770
-0.223,-1.235,-1.170,-32.471,341.553,-104.492
-0.060,-1.185,-1.279,-51.453,302.856,-79.102
0.126,-1.076,-1.377,-70.984,261.230,-52.612
0.336,-0.906,-1.450,-87.646,221.558,-28.259
0.566,-0.706,-1.490,-97.412,182.617,-7.690
0.714,-0.516,-1.499,-100.342,144.348,8.484
0.835,-0.330,-1.443,-99.121,109.741,17.761
0.864,-0.173,-1.312,-90.698,81.787,20.508
0.833,-0.064,-1.151,-80.139,62.134,17.395
0.800,0.016,-1.025,-67.017,49.011,12.878
0.784,0.063,-0.913,-49.011,39.246,9.399
0.770,0.110,-0.805,-29.663,33.020,5.127
0.768,0.131,-0.731,-9.338,31.616,0.244
0.809,0.135,-0.703,7.874,31.799,-6.409
0.889,0.078,-0.694,21.362,31.067,-13.489
0.965,0.015,-0.686,28.748,26.672,-19.165
1.005,-0.034,-0.644,32.349,19.165,-21.362
1.016,-0.069,-0.580,34.424,9.705,-20.081
1.009,-0.080,-0.487,34.912,-0.122,-16.785
0.968,-0.075,-0.370,32.898,-6.897,-13.794
0.919,-0.060,-0.268,28.809,-9.094,-11.902
0.901,-0.051,-0.193,25.452,-8.118,-10.498
0.906,-0.050,-0.138,22.583,-6.226,-8.789
0.938,-0.038,-0.102,19.104,-4.822,-6.897
0.976,-0.029,-0.088,15.442,-4.333,-5.249
1.006,-0.023,-0.051,12.695,-5.676,-3.418
1.013,-0.005,-0.018,9.216,-7.629,-1.221
1.011,0.023,0.002,4.639,-9.033,0.916
1.015,0.036,0.025,2.258,-10.315,2.991
1.016,0.067,0.043,-0.854,-11.597,3.906
1.006,0.100,0.062,-2.502,-12.268,3.906
1.008,0.189,0.119,-0.244,-12.329,3.601
0.950,0.097,0.136,8.850,-10.925,15.686
0.948,0.169,0.137,6.470,-6.348,3.052
0.946,0.138,0.112,8.301,-2.441,0.305
0.960,0.110,0.091,14.221,1.587,-2.869
0.983,0.086,0.035,15.381,4.639,-6.592
1.004,0.069,0.001,18.433,5.737,-7.751
1.026,0.040,-0.027,20.569,4.639,-9.094
1.029,0.020,-0.025,21.484,2.197,-9.521
1.011,-0.001,0.001,22.400,0.183,-9.277
0.991,-0.020,0.021,21.484,-0.610,-8.484
0.973,-0.037,0.030,19.287,0.305,-7.263
0.973,-0.059,0.031,15.259,1.709,-5.981
0.989,-0.072,0.005,9.521,3.418,-4.578
1.002,-0.078,-0.008,4.150,3.601,-2.563
1.011,-0.079,-0.019,-1.648,3.113,-0.122
1.017,-0.066,-0.027,-6.653,2.075,2.747
1.009,-0.040,-0.011,-9.705,0.427,5.676
0.998,-0.015,-0.004,-10.864,-0.366,8.118
0.989,0.015,-0.009,-11.292,-0.549,9.705
0.983,0.035,-0.019,-10.193,-0.366,10.620
0.983,0.050,-0.037,-8.057,-0.427,10.864
0.981,0.060,-0.057,-5.249,-0.427,10.742
0.983,0.067,-0.075,-0.916,-0.793,10.498
0.988,0.067,-0.091,2.747,-1.892,9.949
0.990,0.067,-0.093,5.676,-3.906,9.094
0.989,0.063,-0.071,8.423,-5.859,8.606

-0.439,0.309,0.812,1.099,3.845,-0.671
-0.446,0.311,0.822,1.282,3.906,0.061
-0.444,0.310,0.815,1.648,4.944,0.793
-0.436,0.304,0.804,2.563,5.554,1.221
-0.431,0.299,0.802,3.052,4.883,2.136
-0.430,0.297,0.804,2.991,3.967,3.418
-0.433,0.306,0.810,2.563,3.357,4.700
-0.437,0.312,0.811,2.930,3.601,5.554
-0.440,0.319,0.815,3.357,3.174,5.859
-0.446,0.330,0.819,3.357,3.235,5.920
-0.447,0.335,0.823,2.869,3.235,5.066
-0.444,0.328,0.818,2.502,3.235,4.333
-0.437,0.323,0.812,2.502,3.357,4.150
-0.437,0.321,0.810,2.563,3.113,4.700
-0.438,0.322,0.813,2.930,2.930,5.066
-0.443,0.328,0.818,3.296,2.075,5.615
-0.448,0.329,0.823,3.906,2.014,5.737
-0.448,0.328,0.821,3.418,1.892,5.615
-0.445,0.330,0.816,2.808,1.770,5.676
-0.444,0.332,0.817,2.625,1.343,5.493
-0.449,0.337,0.823,1.892,1.038,5.310
-0.453,0.339,0.827,1.648,1.099,4.944
-0.451,0.343,0.828,1.099,1.404,4.639
-0.449,0.347,0.824,0.793,2.014,4.028
-0.448,0.340,0.824,1.404,2.197,3.723
-0.446,0.332,0.824,1.587,2.502,3.235
-0.445,0.327,0.819,1.648,2.686,3.113
-0.442,0.324,0.819,1.953,2.258,3.296
-0.446,0.318,0.828,2.319,1.831,4.028
-0.462,0.329,0.852,1.526,2.136,4.333
-0.478,0.347,0.857,0.305,3.662,4.089
-0.478,0.365,0.861,0.488,5.371,3.723
-0.481,0.377,0.863,0.061,6.714,3.113
-0.484,0.384,0.863,-0.488,7.690,1.892
-0.497,0.398,0.879,-0.061,7.812,2.258
-0.533,0.445,0.920,3.662,7.935,5.432
-0.617,0.525,0.983,10.925,7.446,12.878
-0.721,0.667,1.102,19.531,7.385,21.973
-0.926,0.934,1.268,28.137,11.597,32.288
-1.257,1.325,1.594,39.490,19.348,40.405
-1.729,1.591,2.042,55.237,28.381,45.654
-2.137,1.889,2.591,70.557,47.424,25.696
-2.412,1.936,3.012,71.533,89.050,-6.714
-2.545,1.813,3.076,61.279,153.137,-50.537
-2.573,1.539,3.014,52.551,222.229,-92.651
-2.502,1.292,2.909,46.936,290.405,-127.930
-2.489,1.097,2.756,45.227,358.276,-152.222
-2.438,0.831,2.564,47.668,422.363,-173.767
-2.336,0.619,2.276,46.082,474.731,-190.857
-2.263,0.415,1.961,49.194,515.808,-202.698
-2.185,0.214,1.623,59.326,545.837,-208.801
-2.104,-0.006,1.254,78.064,567.810,-207.458
-2.014,-0.249,0.861,94.543,583.923,-203.918
-1.899,-0.494,0.493,108.459,592.590,-199.951
-1.784,-0.709,0.122,117.310,595.947,-189.575
-1.624,-0.951,-0.221,117.188,594.666,-177.429
-1.419,-1.169,-0.520,98.999,588.501,-168.274
-1.267,-1.393,-0.729,62.500,573.364,-161.987
-1.074,-1.550,-0.903,21.179,550.171,-151.184
-0.863,-1.618,-1.091,-16.174,519.409,-130.005
-0.587,-1.524,-1.288,-41.138,480.835,-95.825
-0.308,-1.307,-1.444,-55.115,437.134,-55.725
-0.026,-1.118,-1.608,-66.528,392.090,-24.048
0.246,-0.990,-1.755,-79.651,344.666,-1.221
0.442,-0.866,-1.798,-93.262,292.419,16.479
0.606,-0.661,-1.803,-114.807,241.333,29.114
0.751,-0.462,-1.732,-135.803,190.979,37.292
0.858,-0.320,-1.580,-145.691,144.409,40.710
0.888,-0.193,-1.433,-145.203,109.802,43.274
0.868,-0.070,-1.324,-136.292,85.144,46.204
0.835,0.014,-1.235,-117.920,65.552,46.631
0.782,0.089,-1.108,-95.581,50.720,43.213
0.739,0.153,-1.003,-74.524,42.725,35.400
0.729,0.218,-0.987,-53.528,41.809,25.330
0.799,0.187,-1.021,-25.940,41.687,19.592
0.915,0.131,-1.047,0.427,38.391,14.282
1.002,0.064,-1.031,15.503,30.029,6.897
1.088,-0.024,-0.947,24.841,16.113,2.930
1.135,-0.082,-0.819,25.818,-1.465,3.052
1.100,-0.090,-0.667,22.583,-18.677,7.080
1.026,-0.071,-0.496,16.907,-33.752,12.146
0.944,-0.030,-0.306,9.338,-43.701,16.052
0.859,0.015,-0.142,0.854,-45.715,16.724
0.795,0.068,-0.042,-4.089,-40.344,17.334
0.777,0.109,-0.005,-7.812,-31.616,16.296
0.810,0.143,-0.039,-11.292,-21.545,13.306
0.889,0.169,-0.117,-12.939,-13.977,10.315
0.971,0.182,-0.184,-12.390,-11.841,7.080
1.036,0.191,-0.210,-10.864,-13.977,4.639
1.074,0.180,-0.191,-9.155,-19.775,3.296
1.070,0.167,-0.126,-7.935,-28.076,3.906
1.029,0.168,-0.025,-5.981,-35.950,5.615
0.983,0.184,0.079,-2.747,-40.527,7.263
0.898,0.145,0.168,2.197,-40.405,6.775
0.881,0.198,0.277,6.042,-36.560,8.179
0.871,0.153,0.312,12.878,-28.992,15.503
0.887,0.185,0.320,6.958,-20.142,-0.244
0.912,0.147,0.289,11.108,-12.451,0.366
0.955,0.138,0.243,14.282,-6.470,-2.930
0.994,0.109,0.187,16.174,-2.625,-5.249
1.016,0.085,0.147,18.311,-1.038,-6.104
1.026,0.057,0.117,18.982,-1.770,-7.141
1.031,0.038,0.102,19.531,-4.333,-7.263
1.028,0.020,0.123,19.897,-8.179,-6.470
1.001,0.012,0.163,18.127,-10.315,-5.676
0.983,-0.002,0.192,15.381,-10.742,-4.883
0.965,-0.010,0.215,11.475,-10.010,-3.845
0.958,-0.013,0.221,6.653,-7.690,-2.747
0.970,-0.012,0.213,1.465,-5.249,-1.770
0.979,0.003,0.198,-4.272,-2.930,-0.732
0.996,0.020,0.173,-7.568,-0.549,0.366
1.006,0.035,0.141,-9.277,0.427,1.587
1.009,0.052,0.122,-9.827,-0.366,3.113
1.001,0.065,0.109,-9.277,-1.465,4.395
0.995,0.076,0.098,-6.958,-2.502,5.432
0.984,0.087,0.089,-4.395,-3.296,6.287
0.969,0.099,0.078,-1.770,-3.662,6.592
0.957,0.105,0.078,0.427,-3.296,5.859
0.953,0.101,0.078,1.526,-1.648,4.333

-0.471,0.381,0.791,3.357,-1.404,2.930
-0.470,0.375,0.794,4.211,0.244,2.869
-0.467,0.373,0.794,3.174,-0.305,2.502
-0.467,0.373,0.793,3.174,0.671,2.258
-0.467,0.372,0.793,3.601,0.854,2.441
-0.464,0.372,0.794,3.601,0.244,2.991
-0.461,0.372,0.791,3.479,0.061,3.174
-0.460,0.371,0.789,3.845,0.427,3.662
-0.460,0.372,0.785,2.625,-0.488,3.601
-0.462,0.375,0.784,2.441,-0.916,3.784
-0.466,0.380,0.786,2.197,-0.977,3.784
-0.468,0.380,0.783,1.099,-1.282,3.479
-0.467,0.379,0.781,2.136,-0.305,3.601
-0.466,0.381,0.777,1.953,-0.122,3.540
-0.464,0.381,0.775,2.808,-0.244,3.723
-0.463,0.380,0.776,3.052,-0.488,3.601
-0.464,0.382,0.779,4.089,-0.366,3.845
-0.463,0.378,0.779,3.967,-1.526,3.601
-0.464,0.381,0.786,5.005,-0.366,3.479
-0.467,0.377,0.787,5.310,-1.099,3.723
-0.470,0.377,0.792,5.798,-0.732,3.479
-0.481,0.379,0.797,5.615,-0.366,2.930
-0.482,0.375,0.788,4.395,-2.319,2.258
-0.472,0.373,0.807,5.066,-2.258,2.258
-0.469,0.375,0.808,4.272,-1.648,2.625
-0.462,0.367,0.790,3.174,0.427,2.686
-0.457,0.367,0.779,3.052,0.610,3.601
-0.460,0.369,0.780,2.808,-0.549,4.578
-0.466,0.374,0.792,4.028,-0.549,5.493
-0.472,0.373,0.802,3.967,-0.488,5.737
-0.480,0.386,0.793,2.441,-0.183,5.554
-0.498,0.419,0.788,1.770,0.793,5.859
-0.522,0.464,0.800,1.160,-0.732,5.920
-0.554,0.516,0.828,1.038,-1.831,5.859
-0.597,0.577,0.878,1.953,-2.869,5.798
-0.670,0.631,0.954,5.981,-2.197,6.287
-0.773,0.700,1.060,11.414,0.732,7.874
-0.938,0.838,1.202,19.714,5.615,13.245
-1.150,1.041,1.373,30.579,12.939,19.531
-1.364,1.241,1.590,47.546,26.550,22.705
-1.644,1.379,1.919,58.594,44.373,19.104
-1.896,1.489,2.159,64.758,74.402,5.798
-2.086,1.475,2.395,74.341,109.070,-8.606
-2.191,1.368,2.562,92.102,152.161,-18.555
-2.314,1.261,2.731,95.581,201.477,-35.583
-2.474,1.145,2.917,92.896,265.259,-55.481
-2.619,1.011,2.984,75.317,337.585,-83.862
-2.757,0.897,3.064,45.227,416.565,-120.300
-2.887,0.646,2.888,8.545,502.380,-167.053
-2.872,0.356,2.495,-23.132,577.087,-207.886
-2.730,0.222,2.020,-43.396,625.916,-231.262
-2.571,0.185,1.585,-50.598,650.635,-245.300
-2.370,0.049,1.143,-51.819,660.278,-262.939
-2.098,-0.128,0.646,-42.297,658.203,-277.100
-1.810,-0.174,0.226,-13.855,648.743,-274.475
-1.653,-0.238,-0.153,31.738,635.559,-257.629
-1.494,-0.456,-0.417,77.454,615.906,-238.708
-1.438,-0.792,-0.607,98.572,588.135,-226.196
-1.343,-1.102,-0.801,97.046,556.885,-214.844
-1.197,-1.387,-0.952,85.205,523.560,-195.068
-0.985,-1.611,-1.073,62.561,488.708,-168.274
-0.689,-1.761,-1.249,24.841,454.346,-138.855
-0.431,-1.784,-1.474,-20.630,417.480,-104.309
-0.211,-1.679,-1.686,-62.073,373.901,-64.270
-0.007,-1.498,-1.869,-99.365,323.669,-25.269
0.214,-1.276,-2.021,-136.169,270.752,7.080
0.478,-1.015,-2.088,-167.114,218.140,34.180
0.686,-0.720,-2.125,-188.232,169.189,56.396
0.804,-0.395,-2.113,-203.369,126.526,68.665
0.812,-0.156,-2.037,-203.491,89.111,71.533
0.766,0.000,-1.882,-181.396,55.725,69.641
0.716,0.100,-1.711,-151.062,29.907,62.378
0.683,0.170,-1.570,-118.469,12.024,52.490
0.698,0.187,-1.447,-83.069,1.282,42.053
0.756,0.113,-1.342,-49.316,-5.798,34.729
0.839,0.074,-1.257,-23.132,-11.414,26.367
0.891,0.027,-1.193,-9.277,-17.578,17.822
0.918,-0.016,-1.092,4.333,-26.123,13.672
0.943,-0.061,-0.943,14.221,-36.194,10.681
0.938,-0.077,-0.808,17.700,-45.593,10.315
0.921,-0.063,-0.696,18.982,-51.758,11.353
0.920,-0.048,-0.588,20.752,-56.885,12.573
0.940,-0.043,-0.479,21.057,-63.171,13.000
0.952,-0.017,-0.364,19.348,-69.275,13.123
0.971,0.000,-0.258,18.494,-72.937,12.939
0.971,0.012,-0.167,17.822,-74.158,12.634
0.973,0.021,-0.082,18.250,-73.608,13.672
0.974,0.019,0.001,19.775,-76.538,18.250
0.953,0.042,0.088,13.123,-81.482,21.179
0.929,0.084,0.152,5.493,-81.482,21.667
0.934,0.114,0.197,-0.183,-79.956,21.729
0.953,0.136,0.216,-3.906,-78.125,22.705
0.959,0.166,0.234,-5.981,-77.393,24.170
0.993,0.328,0.300,-4.944,-77.209,23.132
0.906,0.121,0.287,7.996,-76.355,47.668
0.914,0.300,0.379,9.644,-73.914,34.973
0.856,0.290,0.404,-1.404,-64.941,23.560
0.826,0.311,0.438,6.287,-53.894,22.339
0.826,0.317,0.424,8.240,-40.527,12.390
0.859,0.290,0.360,14.893,-27.771,6.348
0.906,0.259,0.301,22.949,-19.104,2.319
0.948,0.210,0.258,27.832,-14.343,-1.709
0.977,0.175,0.223,30.762,-12.634,-4.333
0.995,0.146,0.193,33.264,-12.817,-5.371
1.001,0.113,0.168,35.278,-14.771,-5.127
1.004,0.082,0.152,36.804,-18.433,-4.456
0.994,0.060,0.183,36.987,-23.254,-3.235
0.963,0.045,0.241,33.936,-26.245,-2.563
0.931,0.028,0.284,29.297,-25.269,-2.441
0.917,0.011,0.310,24.597,-22.522,-1.770
0.915,0.009,0.322,18.738,-19.470,-1.160
0.928,0.012,0.314,13.000,-15.747,-0.549
0.944,0.018,0.287,7.446,-12.939,0.244
0.959,0.035,0.255,3.723,-10.742,1.038
0.974,0.060,0.216,2.502,-10.071,1.831
0.990,0.070,0.178,3.906,-10.620,3.662
0.997,0.074,0.178,5.493,-13.123,5.249
0.984,0.084,0.206,6.409,-15.076,6.226
0.966,0.092,0.226,7.141,-15.076,6.592

-0.432,-0.001,0.902,0.244,-4.761,2.563
-0.437,0.001,0.904,0.854,-2.197,2.197
-0.438,0.007,0.901,-0.793,-3.235,1.831
-0.443,0.010,0.904,0.366,-4.578,1.953
-0.444,0.018,0.911,2.014,-2.258,1.221
-0.443,0.011,0.906,1.709,0.671,0.122
-0.436,0.004,0.901,2.014,1.892,-0.427
-0.425,-0.001,0.896,2.197,3.906,-0.488
-0.419,-0.004,0.895,1.099,2.686,-0.732
-0.418,-0.010,0.891,0.916,1.648,0.122
-0.415,-0.012,0.893,0.671,2.686,0.305
-0.420,-0.011,0.895,-0.732,0.061,0.854
-0.427,-0.003,0.889,0.427,1.709,1.038
-0.425,-0.005,0.891,-1.221,-0.061,0.366
-0.420,-0.006,0.892,-0.366,-0.854,0.854
-0.419,-0.006,0.885,1.404,1.282,1.648
-0.415,-0.007,0.883,3.418,1.587,2.563
-0.417,-0.006,0.890,3.296,0.366,2.930
-0.423,-0.003,0.903,2.380,-1.709,3.113
-0.419,-0.005,0.894,3.784,1.526,3.235
-0.409,-0.007,0.881,3.113,2.136,2.991
-0.403,-0.006,0.873,1.343,-0.916,3.174
-0.408,-0.004,0.876,2.441,-1.587,4.333
-0.415,-0.002,0.889,2.991,-1.526,4.944
-0.424,0.007,0.903,0.916,-4.333,4.822
-0.434,0.011,0.908,1.587,-2.991,4.395
-0.434,0.009,0.897,1.770,0.061,3.418
-0.424,0.008,0.891,-0.549,-1.465,2.625
-0.423,0.009,0.890,0.488,-0.732,2.869
-0.425,0.007,0.893,0.000,-1.465,2.686
-0.424,0.015,0.907,-0.183,-2.197,3.235
-0.439,0.014,0.910,-3.296,-1.465,2.380
-0.450,0.016,0.906,-4.944,-1.831,1.282
-0.456,0.042,0.954,-5.798,-4.822,0.488
-0.507,0.065,0.985,-7.568,-6.897,-0.244
-0.563,0.126,1.046,-15.503,-9.949,-2.319
-0.680,0.239,1.250,-21.179,-14.954,-4.944
-0.890,0.353,1.452,-24.963,-13.184,-10.010
-1.268,0.511,1.751,-29.785,-8.240,-15.625
-1.783,0.679,2.227,-25.146,2.930,-26.001
-2.295,0.763,2.716,-28.687,32.654,-47.668
-2.717,0.765,3.073,-55.847,84.473,-82.581
-2.871,0.828,3.316,-95.764,149.048,-118.652
-2.862,0.804,3.341,-120.972,229.492,-156.006
-2.673,0.727,3.177,-118.164,315.308,-184.387
-2.539,0.690,2.924,-102.478,393.860,-196.594
-2.391,0.490,2.698,-81.970,448.059,-191.101
-2.306,0.447,2.575,-74.890,491.272,-205.811
-2.248,0.271,2.330,-75.684,530.334,-223.389
-2.223,0.054,2.094,-74.402,563.477,-240.845
-2.079,-0.136,1.703,-64.148,594.910,-249.939
-1.946,-0.291,1.186,-39.551,620.483,-239.197
-1.770,-0.320,0.637,1.282,631.042,-214.661
-1.673,-0.279,0.190,48.401,627.563,-190.674
-1.579,-0.285,-0.179,95.703,614.380,-174.683
-1.475,-0.340,-0.494,149.475,599.792,-161.987
-1.459,-0.479,-0.800,203.186,590.454,-141.724
-1.359,-0.893,-1.048,235.107,580.872,-121.399
-1.044,-1.512,-1.362,220.154,565.918,-109.558
-0.745,-2.017,-1.672,150.269,542.480,-95.215
-0.446,-2.244,-1.986,48.706,501.892,-71.228
-0.213,-2.012,-2.289,-56.091,439.697,-29.358
-0.003,-1.697,-2.476,-135.559,361.328,20.813
0.189,-1.222,-2.569,-204.895,278.870,58.533
0.439,-0.799,-2.581,-259.216,203.796,81.543
0.708,-0.341,-2.557,-271.484,137.512,103.394
0.924,0.182,-2.448,-266.479,82.520,108.765
0.939,0.547,-2.234,-264.465,40.710,96.069
0.842,0.665,-1.877,-217.712,8.240,82.031
0.744,0.711,-1.494,-160.767,-13.550,63.416
0.687,0.671,-1.205,-111.694,-21.851,41.992
0.704,0.544,-1.024,-67.505,-20.691,22.888
0.777,0.402,-0.919,-30.945,-18.433,9.094
0.858,0.287,-0.815,-5.859,-20.264,1.221
0.899,0.195,-0.676,8.606,-23.376,-4.517
0.939,0.121,-0.547,16.113,-25.085,-9.338
0.942,0.052,-0.443,21.118,-27.100,-10.315
0.936,0.003,-0.341,25.513,-29.663,-8.301
0.938,-0.025,-0.255,25.818,-33.142,-5.188
0.953,-0.032,-0.191,22.827,-36.865,-1.587
0.973,-0.011,-0.118,17.822,-40.955,1.831
0.993,0.023,-0.023,11.414,-44.434,2.563
0.998,0.049,0.070,4.700,-45.898,1.892
0.976,0.070,0.141,-2.380,-44.434,0.977
0.962,0.097,0.201,-6.287,-40.527,0.305
0.942,0.131,0.254,-3.967,-36.377,1.892
0.926,0.173,0.297,1.770,-31.494,3.662
0.937,0.195,0.311,8.179,-25.024,2.136
0.951,0.189,0.305,13.550,-20.142,0.183
0.961,0.181,0.305,18.250,-16.113,-1.892
