aX,aY,aZ,gX,gY,gZ
0.038,-0.105,1.001,35.034,-3.540,-8.423
0.036,-0.107,0.997,43.640,-4.211,-9.583
0.030,-0.126,0.990,53.833,-5.676,-10.437
0.025,-0.184,0.993,65.552,-8.362,-10.986
0.015,-0.316,0.997,82.581,-11.047,-10.315
-0.025,-0.479,0.987,113.525,-13.733,-9.399
-0.125,-0.692,0.964,164.917,-19.775,-10.742
-0.236,-0.990,0.999,247.131,-32.959,-15.991
-0.327,-1.327,1.095,351.562,-54.199,-21.606
-0.385,-1.619,1.244,472.717,-80.750,-23.071
-0.456,-1.861,1.359,593.872,-111.755,-17.822
-0.544,-2.070,1.427,706.787,-140.808,-10.071
-0.663,-2.236,1.441,805.420,-170.044,-2.380
-0.707,-2.390,1.357,878.357,-202.271,10.620
-0.714,-2.443,1.166,913.574,-230.713,31.433
-0.672,-2.427,0.884,907.715,-251.282,63.477
-0.662,-2.357,0.589,866.089,-259.033,97.168
-0.546,-2.150,0.370,796.143,-258.972,134.094
-0.425,-1.879,0.192,710.022,-247.925,170.471
-0.364,-1.599,0.039,614.197,-224.243,195.068
-0.349,-1.329,-0.098,529.053,-200.500,204.529
-0.345,-1.110,-0.188,463.501,-181.030,197.815
-0.335,-0.957,-0.259,411.560,-168.884,180.298
-0.377,-0.811,-0.306,369.019,-161.133,158.203
-0.323,-0.665,-0.289,325.439,-161.987,142.883
-0.297,-0.564,-0.289,286.255,-164.124,132.996
-0.250,-0.406,-0.226,244.080,-167.358,125.671
-0.211,-0.259,-0.155,194.031,-171.326,120.667
-0.117,-0.213,-0.077,141.296,-173.706,112.305
-0.047,-0.114,0.038,99.304,-173.157,100.159
0.030,-0.053,0.173,67.322,-171.875,86.914
0.132,-0.072,0.304,40.222,-169.067,72.571
0.194,-0.056,0.418,15.015,-160.278,60.913
0.258,-0.093,0.492,-9.216,-146.545,50.537
0.323,-0.157,0.532,-33.630,-129.272,44.067
0.371,-0.198,0.546,-51.147,-109.680,40.100
0.428,-0.265,0.682,-58.533,-88.745,35.156
0.631,-0.352,1.493,-56.274,-58.655,23.865
0.592,-0.429,1.449,-68.298,-8.240,5.127
0.613,-0.570,0.839,-69.031,38.086,-2.197
0.427,-0.497,0.319,-57.434,56.946,11.414
0.389,-0.547,0.026,-52.734,47.913,26.978
0.428,-0.699,-0.187,-51.697,31.006,34.851
0.411,-0.788,-0.425,-33.508,20.264,35.156
0.413,-0.773,-0.614,-1.831,12.573,28.809
0.433,-0.705,-0.763,22.095,3.845,21.179
0.454,-0.682,-0.877,33.813,-5.310,16.907
0.475,-0.696,-0.926,37.659,-13.855,15.198
0.490,-0.710,-0.961,35.522,-20.142,13.916
0.485,-0.713,-0.964,30.151,-24.353,12.329
0.479,-0.724,-0.926,23.804,-28.137,10.193
0.480,-0.736,-0.850,14.160,-33.020,8.545
0.484,-0.738,-0.678,1.953,-38.940,7.019
0.530,-0.745,-0.435,-6.958,-39.734,4.211
0.551,-0.736,-0.194,-14.771,-32.288,1.648
0.557,-0.725,-0.049,-26.611,-19.592,1.221
0.552,-0.736,-0.017,-39.734,-6.042,2.869
0.515,-0.749,-0.090,-44.800,6.470,4.150
0.483,-0.762,-0.212,-39.429,13.733,3.662
0.462,-0.757,-0.328,-28.870,15.869,2.380
0.455,-0.756,-0.426,-20.203,14.465,1.282
0.447,-0.773,-0.511,-13.733,11.841,0.244
0.453,-0.773,-0.560,-8.667,7.324,0.793
0.459,-0.769,-0.575,-6.104,3.296,2.869
0.462,-0.766,-0.575,-6.470,1.099,4.456
0.468,-0.764,-0.547,-7.324,-0.854,5.798
0.478,-0.765,-0.498,-7.019,-1.709,6.348
0.486,-0.764,-0.464,-4.578,-1.831,5.920
0.491,-0.760,-0.431,-1.526,-1.770,5.188
0.501,-0.755,-0.397,0.366,-2.319,4.700
0.502,-0.746,-0.387,2.014,-1.465,4.395
0.498,-0.741,-0.399,1.587,0.488,4.639
0.495,-0.748,-0.407,-0.061,1.465,4.761
0.493,-0.759,-0.418,-1.465,1.099,4.944
0.493,-0.771,-0.431,-2.686,0.610,5.188
0.488,-0.779,-0.436,-4.028,0.000,5.737
0.484,-0.787,-0.442,-4.395,-0.916,5.859
0.483,-0.790,-0.453,-4.456,-1.404,5.859
0.478,-0.776,-0.457,-4.761,-1.648,5.920
0.477,-0.778,-0.457,-4.639,-2.319,6.042
0.483,-0.769,-0.450,-4.517,-2.441,6.348
0.482,-0.759,-0.453,-3.845,-1.831,6.775
0.480,-0.745,-0.452,-3.052,-0.916,6.409
0.480,-0.738,-0.445,-2.319,-0.305,5.920
0.479,-0.750,-0.441,-2.808,-0.183,5.310
0.484,-0.762,-0.437,-3.723,-0.183,5.066
0.482,-0.774,-0.436,-3.479,0.061,4.822
0.484,-0.785,-0.434,-3.418,0.122,4.578
0.493,-0.785,-0.429,-2.930,0.427,4.456
0.487,-0.790,-0.426,-2.014,0.977,3.967
0.490,-0.796,-0.431,-0.671,1.770,3.174

0.152,-0.079,0.988,12.085,-3.418,-0.732
0.154,-0.080,0.994,10.864,-3.357,-0.183
0.153,-0.082,0.994,11.658,-2.319,0.000
0.152,-0.087,0.991,13.367,-1.526,-0.183
0.149,-0.092,0.988,15.869,-1.038,-0.488
0.148,-0.095,0.982,18.250,-0.854,-0.427
0.146,-0.096,0.974,20.386,-1.038,-0.549
0.143,-0.095,0.981,22.095,-1.404,-0.488
0.144,-0.090,0.980,22.095,-1.526,-0.366
0.149,-0.094,0.984,20.386,-1.770,-0.610
0.147,-0.093,0.986,18.494,-1.282,-0.916
0.150,-0.081,0.982,13.489,-0.610,-0.732
0.148,-0.087,0.975,8.301,-0.610,-0.793
0.151,-0.096,0.971,4.333,-0.854,-0.916
0.151,-0.101,0.967,1.648,-0.977,-0.427
0.152,-0.104,0.974,-0.183,-1.343,0.305
0.151,-0.104,0.969,-0.793,-1.038,0.732
0.151,-0.107,0.971,0.427,-1.160,0.854
0.150,-0.112,0.969,2.563,-0.977,0.854
0.151,-0.111,0.974,4.395,-0.427,1.038
0.146,-0.109,0.977,5.554,-0.122,1.404
0.144,-0.106,0.972,5.188,0.122,1.709
0.144,-0.104,0.973,4.395,-0.671,2.014
0.144,-0.101,0.974,3.479,-1.465,2.319
0.145,-0.103,0.978,2.991,-2.014,2.136
0.147,-0.100,0.982,3.113,-1.831,1.831
0.149,-0.098,0.980,3.113,-1.526,1.465
0.151,-0.092,0.975,2.930,-1.099,1.648
0.149,-0.086,0.969,2.258,-0.122,1.953
0.150,-0.083,0.968,1.404,-0.122,1.892
0.145,-0.085,0.965,0.732,0.000,1.648
0.147,-0.085,0.962,0.671,-0.183,1.160
0.148,-0.086,0.968,1.465,-0.305,0.488
0.142,-0.112,0.969,2.136,-0.549,-0.671
0.140,-0.196,0.984,8.484,-1.282,-3.296
0.124,-0.418,1.012,32.410,-2.258,-10.193
0.084,-0.780,1.084,88.806,-4.333,-26.550
0.058,-1.325,1.299,187.012,-6.348,-50.476
0.116,-1.898,1.622,334.106,-1.526,-72.632
0.188,-2.395,2.018,522.034,9.521,-83.679
0.215,-2.887,2.424,731.995,21.362,-78.918
0.238,-2.797,2.508,920.166,30.151,-56.030
0.110,-2.738,2.240,1061.340,36.743,-37.354
0.050,-2.764,1.893,1120.178,45.410,-12.573
-0.009,-2.575,1.565,1110.901,44.373,25.024
0.001,-2.279,1.242,1054.810,32.043,56.152
0.014,-1.841,0.886,966.736,18.799,78.125
-0.069,-1.612,0.560,849.609,6.958,96.741
-0.116,-1.371,0.330,729.065,-9.033,108.887
-0.206,-1.160,0.169,627.747,-30.212,116.638
-0.336,-1.047,0.072,534.668,-52.979,122.742
-0.412,-0.905,-0.024,461.731,-72.632,124.878
-0.482,-0.691,-0.048,412.231,-93.750,119.995
-0.496,-0.456,-0.013,372.437,-117.920,115.967
-0.501,-0.166,0.016,331.726,-143.677,116.150
-0.468,0.068,0.105,278.625,-172.607,115.723
-0.396,0.301,0.269,222.595,-201.721,115.051
-0.268,0.576,0.478,167.053,-222.351,113.037
-0.116,0.703,0.661,106.140,-227.173,108.521
0.155,0.793,0.778,39.612,-214.294,102.173
0.278,0.731,0.793,-10.498,-186.279,85.693
0.487,0.438,1.319,-38.086,-147.278,57.556
0.916,0.304,1.861,-38.147,-89.417,30.823
1.115,0.192,1.988,-43.762,-16.968,10.559
0.872,-0.230,1.122,-52.429,56.885,-4.639
0.643,-0.359,0.219,-58.472,102.722,-4.211
0.568,-0.506,-0.253,-42.969,92.590,-1.892
0.601,-0.559,-0.368,-17.517,65.430,-4.639
0.651,-0.557,-0.510,5.432,44.250,-11.658
0.654,-0.582,-0.659,24.353,36.316,-18.127
0.620,-0.597,-0.802,30.029,36.133,-18.799
0.563,-0.603,-0.935,25.818,39.307,-13.123
0.508,-0.608,-1.040,17.090,39.307,-6.165
0.469,-0.638,-1.109,10.437,33.386,-1.038
0.432,-0.646,-1.140,12.268,21.912,-0.366
0.418,-0.645,-1.122,20.325,6.470,-4.700
0.414,-0.640,-1.071,27.039,-10.681,-10.803
0.412,-0.626,-1.001,27.405,-28.015,-15.320
0.446,-0.668,-0.843,20.508,-43.518,-16.418
0.489,-0.690,-0.678,7.202,-51.025,-13.733
0.535,-0.752,-0.466,-5.066,-49.377,-9.888
0.586,-0.801,-0.286,-10.437,-37.903,-5.981
0.626,-0.815,-0.160,-12.207,-20.630,-2.014
0.633,-0.787,-0.108,-15.747,-4.028,2.747
0.610,-0.753,-0.154,-21.301,9.094,8.423
0.573,-0.719,-0.259,-22.156,16.479,12.146
0.520,-0.673,-0.390,-14.954,18.372,11.353
0.485,-0.626,-0.516,-6.409,16.357,7.812
0.466,-0.592,-0.605,0.732,11.658,5.188
0.462,-0.574,-0.667,3.601,7.507,3.784
0.468,-0.569,-0.702,1.465,4.150,3.845
0.478,-0.580,-0.715,-1.526,1.282,3.906
0.497,-0.598,-0.711,-3.601,-1.038,3.601
0.508,-0.617,-0.691,-2.014,-2.441,1.953
0.526,-0.632,-0.657,2.563,-3.906,0.122
0.543,-0.644,-0.619,5.432,-4.883,-0.916
0.553,-0.652,-0.574,7.812,-5.066,-1.221
0.559,-0.638,-0.534,9.338,-4.211,-0.916
0.548,-0.638,-0.516,9.399,-2.258,-0.610
0.529,-0.648,-0.527,7.629,-0.854,-0.061
0.516,-0.656,-0.541,5.859,-0.610,0.793
0.508,-0.664,-0.558,4.639,-1.465,2.136
0.501,-0.663,-0.566,4.028,-3.296,2.991
0.498,-0.662,-0.574,3.906,-4.883,2.930
0.500,-0.662,-0.571,4.211,-5.615,2.075
0.500,-0.661,-0.577,5.127,-5.432,0.854
0.501,-0.656,-0.585,5.737,-4.395,0.305
0.501,-0.655,-0.590,5.066,-2.930,0.854
0.501,-0.649,-0.590,3.052,-1.831,1.831
0.500,-0.652,-0.588,1.160,-0.610,2.808
0.500,-0.654,-0.583,-0.488,-0.061,3.235
0.504,-0.655,-0.578,-0.916,0.122,3.113
0.513,-0.654,-0.568,-0.549,-0.061,2.563
0.517,-0.655,-0.554,0.122,-0.793,1.892
0.525,-0.660,-0.548,0.671,-0.977,1.465
0.533,-0.667,-0.545,0.427,-0.549,1.526
0.533,-0.670,-0.542,-0.305,0.244,2.075
0.530,-0.673,-0.553,-0.061,1.160,2.380
0.524,-0.672,-0.576,0.916,2.197,2.197

0.135,0.039,0.983,-1.648,0.061,3.906
0.131,0.032,0.980,-3.845,-0.183,3.845
0.123,0.025,0.978,-4.456,-0.061,3.662
0.122,0.015,0.976,-3.357,0.366,3.235
0.121,0.013,0.979,-1.282,0.610,3.418
0.118,0.014,0.982,0.977,0.366,4.272
0.121,0.014,0.990,3.296,0.488,5.066
0.117,0.020,0.994,5.493,1.038,5.737
0.120,0.014,0.995,6.714,1.892,6.287
0.119,0.013,0.989,7.202,2.197,7.324
0.119,0.008,0.982,8.545,2.502,8.789
0.119,0.017,0.982,10.071,1.831,9.644
0.124,0.017,0.974,10.559,1.099,9.766
0.126,0.025,0.972,10.986,0.793,9.583
0.129,0.032,0.972,10.376,0.671,9.094
0.127,0.042,0.971,9.583,0.916,8.667
0.128,0.048,0.964,7.263,0.793,8.118
0.128,0.045,0.956,4.517,0.427,7.690
0.127,0.048,0.951,3.174,-0.061,7.202
0.125,0.052,0.953,2.747,-0.671,6.470
0.122,0.052,0.955,3.418,-0.977,5.737
0.122,0.063,0.968,3.601,-1.404,5.127
0.118,0.062,0.966,2.380,-1.648,4.578
0.117,0.066,0.978,1.465,-2.075,3.784
0.120,0.062,0.983,0.977,-2.991,2.502
0.123,0.064,0.991,1.343,-3.418,1.709
0.120,0.064,0.994,1.587,-2.869,0.854
0.123,0.064,0.994,1.221,-2.258,0.000
0.126,0.061,0.994,0.854,-1.953,-0.854
0.129,0.063,0.999,1.648,-1.221,-1.709
0.125,0.053,0.997,1.953,-0.305,-2.563
0.124,0.025,1.007,1.587,-0.244,-3.601
0.115,-0.059,1.029,4.761,0.488,-4.822
0.097,-0.281,1.051,22.583,-0.916,-8.972
0.071,-0.610,1.168,73.059,-2.808,-17.151
0.081,-0.972,1.284,146.545,-3.723,-26.306
0.034,-1.400,1.428,253.357,-4.211,-37.598
-0.007,-1.819,1.590,409.180,-4.395,-51.270
0.020,-2.205,1.727,599.304,-4.028,-59.265
-0.015,-2.488,1.777,779.663,-17.517,-61.523
-0.095,-2.639,1.847,905.090,-42.786,-43.396
-0.228,-2.704,1.678,966.797,-67.322,-10.986
-0.258,-2.773,1.367,1007.751,-92.407,23.926
-0.323,-2.697,1.139,1022.217,-116.150,61.951
-0.438,-2.495,0.824,997.437,-140.198,108.643
-0.433,-2.248,0.638,951.721,-162.781,147.827
-0.434,-1.858,0.554,899.353,-181.030,173.889
-0.360,-1.471,0.664,840.271,-196.350,183.716
-0.288,-1.135,0.748,773.499,-202.637,179.565
-0.182,-0.873,0.748,704.712,-194.275,160.339
-0.122,-0.744,0.663,621.277,-178.040,131.714
-0.070,-0.677,0.578,520.874,-157.898,106.812
-0.061,-0.652,0.511,406.555,-135.803,92.712
-0.149,-0.673,0.420,287.109,-115.356,85.693
-0.163,-0.653,0.379,181.152,-108.337,84.656
-0.125,-0.702,0.397,100.830,-114.014,92.712
-0.053,-0.695,0.503,59.753,-124.512,94.238
0.048,-0.689,0.623,59.814,-132.690,89.600
0.138,-0.246,1.221,81.055,-128.601,79.041
0.355,0.878,2.800,84.595,-100.647,44.678
0.475,0.740,2.480,28.931,-53.345,-39.673
0.975,0.476,1.829,-79.590,-35.950,-51.514
0.728,-0.178,0.936,-93.445,58.411,9.888
0.441,-0.972,0.625,-83.679,99.915,50.415
0.408,-0.411,0.170,-51.331,126.160,85.327
0.323,-0.432,-0.478,28.503,158.081,36.072
0.271,-0.545,-0.888,57.312,145.752,-0.793
0.229,-0.492,-1.057,71.289,110.718,-3.845
0.260,-0.567,-1.113,62.500,82.031,-3.723
0.226,-0.591,-1.184,42.664,66.956,-1.160
0.211,-0.639,-1.244,13.672,51.758,2.075
0.233,-0.731,-1.259,-6.836,32.288,1.404
0.279,-0.786,-1.228,-15.991,11.414,0.549
0.317,-0.822,-1.146,-15.320,-10.315,0.305
0.342,-0.786,-1.060,-11.841,-29.480,0.977
0.345,-0.759,-0.966,-12.451,-46.326,1.587
0.346,-0.776,-0.867,-17.395,-60.425,1.038
0.365,-0.724,-0.716,-24.414,-72.449,0.732
0.401,-0.730,-0.605,-28.442,-78.674,0.244
0.462,-0.738,-0.478,-40.039,-77.148,1.221
0.495,-0.693,-0.374,-64.514,-69.153,8.118
0.507,-0.747,-0.270,-104.248,-54.504,19.348
0.527,-0.582,-0.224,-147.644,-35.889,33.386
0.543,-0.663,-0.168,-146.851,-20.508,34.424
0.540,-0.738,-0.226,-130.005,-2.991,29.358
0.572,-0.746,-0.172,-107.727,13.672,22.217
0.517,-0.821,-0.319,-65.857,30.273,14.954
0.465,-0.854,-0.461,-30.212,40.222,10.132
0.428,-0.837,-0.507,-7.080,44.495,8.484
0.373,-0.881,-0.626,20.203,47.546,7.996
0.350,-0.884,-0.732,39.246,43.579,9.766
0.334,-0.822,-0.746,48.035,31.616,13.916
0.342,-0.776,-0.752,52.856,19.226,15.381
0.357,-0.737,-0.766,51.086,9.644,15.198
0.369,-0.720,-0.752,43.335,0.671,14.282
0.394,-0.712,-0.692,31.799,-7.019,13.428
0.412,-0.700,-0.661,19.958,-11.353,13.245
0.410,-0.711,-0.630,8.423,-13.245,13.245
0.423,-0.729,-0.588,-0.732,-15.137,13.428
0.427,-0.718,-0.564,-7.324,-15.991,14.404
0.425,-0.716,-0.523,-9.216,-17.029,14.282
0.429,-0.719,-0.499,-6.226,-15.869,13.000
0.437,-0.716,-0.472,-1.587,-15.076,10.620
0.454,-0.711,-0.447,4.395,-14.404,9.094
0.454,-0.689,-0.449,7.690,-11.475,9.521
0.457,-0.680,-0.452,4.517,-8.728,10.559
0.454,-0.676,-0.460,0.366,-6.348,11.780
0.452,-0.671,-0.456,-2.686,-4.944,12.817
0.458,-0.679,-0.454,-3.418,-4.089,12.390
0.459,-0.690,-0.442,-3.174,-3.418,10.742
0.472,-0.700,-0.435,-3.174,-2.625,8.789
0.491,-0.702,-0.419,-4.333,-0.793,7.324
0.499,-0.714,-0.430,-6.165,2.380,6.470
0.488,-0.718,-0.446,-8.423,5.188,6.470
0.481,-0.729,-0.466,-12.268,6.714,6.958
0.459,-0.759,-0.494,-14.954,7.324,6.897
0.456,-0.767,-0.495,-13.062,4.517,7.507
0.474,-0.775,-0.476,-8.911,1.221,8.667
0.482,-0.778,-0.486,-2.380,0.732,9.705

0.059,0.072,0.954,2.747,-1.099,0.000
0.061,0.068,0.959,2.197,-2.014,0.244
0.063,0.072,0.963,2.380,-2.258,1.221
0.062,0.078,0.970,2.075,-2.197,1.892
0.061,0.081,0.970,1.465,-1.831,2.441
0.062,0.085,0.970,1.648,-1.648,2.380
0.058,0.091,0.970,2.258,-1.526,2.014
0.057,0.089,0.969,3.052,-1.465,1.465
0.045,0.089,0.976,4.150,-1.648,1.099
0.047,0.078,0.987,4.639,-1.831,0.916
0.017,0.090,1.002,4.883,-2.075,1.404
0.049,0.086,1.001,3.357,-1.648,1.587
0.039,0.093,1.006,4.639,-0.732,1.038
0.040,0.094,1.001,4.822,0.244,1.404
0.038,0.101,1.000,5.066,1.038,0.977
0.039,0.104,0.989,4.700,0.854,0.549
0.047,0.101,0.984,4.578,0.732,-0.244
0.043,0.093,0.979,3.113,-0.061,-0.732
0.047,0.086,0.974,2.258,-0.610,-0.916
0.042,0.082,0.974,2.380,-1.160,-1.282
0.053,0.077,0.971,2.197,-1.587,-1.648
0.045,0.079,0.964,1.221,-2.258,-1.648
0.057,0.070,0.961,1.526,-2.075,-1.465
0.046,0.074,0.959,1.526,-2.319,-1.404
0.054,0.069,0.953,1.648,-2.869,-1.099
0.049,0.070,0.953,3.235,-3.113,-1.038
0.049,0.070,0.946,5.554,-3.357,-1.038
0.049,0.073,0.946,8.179,-3.601,-1.221
0.045,0.080,0.951,10.254,-4.089,-1.404
0.046,0.083,0.960,11.841,-4.578,-1.465
0.045,0.093,0.981,13.672,-4.883,-1.465
0.041,0.095,0.993,15.442,-3.967,-1.953
0.040,0.062,0.996,22.827,-2.014,-3.906
0.030,-0.048,0.994,46.387,-0.427,-7.385
0.030,-0.238,1.008,93.872,0.122,-13.062
0.004,-0.518,1.064,171.997,0.732,-21.301
-0.021,-0.925,1.159,288.513,0.427,-34.424
-0.044,-1.333,1.336,432.922,-3.784,-48.157
-0.066,-1.714,1.551,573.486,-13.367,-54.993
-0.111,-2.301,1.837,714.111,-24.109,-55.237
-0.153,-2.782,2.147,846.497,-40.894,-49.561
-0.199,-3.046,2.386,948.486,-54.138,-34.668
-0.214,-3.001,2.347,1004.028,-66.101,5.066
-0.163,-2.950,2.278,1008.240,-80.872,59.448
-0.225,-2.744,1.991,973.999,-94.116,106.689
-0.200,-2.496,1.770,920.959,-99.915,164.612
-0.118,-2.037,1.549,853.027,-97.778,218.323
-0.030,-1.472,1.381,777.893,-91.614,246.643
-0.016,-0.898,1.093,696.106,-71.411,256.958
-0.099,-0.461,0.726,594.360,-39.795,251.038
-0.164,-0.162,0.386,483.276,-8.362,224.609
-0.298,0.027,-0.041,376.099,14.160,188.721
-0.393,0.057,-0.181,269.653,12.634,152.527
-0.434,0.058,-0.287,179.260,0.854,128.113
-0.391,0.037,-0.367,101.868,-16.968,118.225
-0.284,0.031,-0.323,41.321,-44.678,116.272
-0.144,0.073,-0.251,5.310,-72.937,116.699
-0.001,0.186,-0.179,-18.005,-96.985,119.324
0.096,0.303,-0.101,-36.743,-109.497,122.620
0.170,0.369,-0.009,-58.838,-115.417,119.446
0.251,0.362,0.116,-79.956,-113.281,108.948
0.332,0.301,0.239,-103.577,-102.417,92.529
0.383,0.200,0.325,-129.211,-84.717,74.890
0.432,0.094,0.385,-147.766,-63.721,57.739
0.479,0.007,0.428,-157.837,-42.908,40.283
0.486,-0.135,0.433,-151.611,-22.400,21.729
0.483,-0.229,0.358,-134.033,-2.502,4.456
0.452,-0.334,0.324,-110.046,13.306,-7.874
0.463,-0.453,0.253,-85.632,25.818,-16.907
0.466,-0.575,0.167,-62.134,34.180,-21.851
0.481,-0.663,0.082,-44.556,38.513,-22.522
0.492,-0.745,-0.009,-25.635,38.879,-24.353
0.497,-0.801,-0.072,-7.507,36.560,-25.269
0.488,-0.828,-0.123,7.812,33.264,-24.536
0.470,-0.850,-0.160,18.188,28.992,-24.109
0.453,-0.901,-0.213,22.156,25.024,-23.987
0.456,-0.970,-0.265,20.325,20.935,-23.071
0.456,-1.027,-0.294,16.785,15.930,-19.409
0.454,-1.071,-0.302,13.611,10.315,-13.733
0.463,-1.110,-0.289,14.404,5.737,-8.789
0.474,-1.116,-0.272,18.677,3.052,-4.639
0.477,-1.114,-0.273,23.315,2.686,-0.854
0.476,-1.111,-0.292,26.306,4.089,2.136
0.450,-1.088,-0.321,25.208,6.226,6.653
0.426,-1.041,-0.330,19.714,6.836,12.573
0.405,-0.995,-0.338,11.292,5.371,17.822
0.389,-0.942,-0.330,4.944,2.686,21.423
0.384,-0.891,-0.327,1.526,-0.488,22.217
0.385,-0.858,-0.323,0.122,-4.028,20.813
0.399,-0.840,-0.299,0.366,-7.751,18.982
0.416,-0.823,-0.267,2.502,-11.597,17.456
0.436,-0.800,-0.232,6.897,-13.611,15.930
0.458,-0.782,-0.214,12.085,-13.489,13.855
0.466,-0.765,-0.215,16.357,-11.047,11.292
0.471,-0.755,-0.227,17.273,-7.996,9.216
0.471,-0.747,-0.229,13.977,-5.615,8.240
0.474,-0.748,-0.225,8.362,-3.784,7.324
0.477,-0.758,-0.228,1.831,-2.502,6.104
0.480,-0.792,-0.242,-3.418,-1.404,4.395
0.488,-0.824,-0.253,-3.601,-1.648,3.113
0.488,-0.847,-0.261,-0.122,-3.540,2.502
0.490,-0.859,-0.265,5.493,-5.676,2.197
0.499,-0.867,-0.252,9.827,-7.812,2.075
0.501,-0.866,-0.233,12.573,-9.155,2.502
0.506,-0.871,-0.213,13.123,-8.362,2.991
0.503,-0.870,-0.209,10.315,-5.920,3.784
0.497,-0.871,-0.212,5.615,-2.991,5.005
0.487,-0.873,-0.227,1.343,0.549,5.859
0.474,-0.877,-0.247,-1.770,2.258,6.348
0.464,-0.875,-0.255,-1.709,2.747,6.653
0.458,-0.859,-0.261,0.977,1.343,7.141
0.455,-0.846,-0.257,4.211,-0.122,6.714
0.460,-0.841,-0.252,5.981,-2.136,6.226
0.463,-0.843,-0.244,6.287,-3.296,5.798
0.471,-0.851,-0.243,5.920,-3.296,5.432
0.475,-0.856,-0.250,5.676,-2.625,5.554
0.476,-0.857,-0.255,4.456,-2.380,5.920
0.477,-0.856,-0.260,3.906,-1.953,6.287
0.476,-0.849,-0.256,3.906,-2.014,6.592

0.065,0.235,0.928,0.305,-3.052,1.099
0.065,0.229,0.934,-0.061,-4.211,1.770
0.077,0.231,0.933,0.183,-4.883,2.136
0.069,0.232,0.944,1.770,-5.127,2.625
0.065,0.237,0.954,3.845,-4.761,2.808
0.064,0.238,0.956,6.531,-4.089,2.563
0.065,0.247,0.954,7.812,-3.662,2.197
0.065,0.252,0.954,7.019,-3.052,2.441
0.064,0.251,0.959,5.615,-2.991,2.563
0.065,0.242,0.958,6.104,-2.991,2.380
0.065,0.237,0.955,7.874,-2.625,1.892
0.064,0.234,0.953,9.460,-2.380,1.526
0.061,0.234,0.951,11.047,-1.770,1.953
0.062,0.238,0.951,10.925,-1.892,2.319
0.059,0.242,0.951,10.071,-1.831,2.502
0.057,0.241,0.952,9.399,-1.770,2.502
0.057,0.240,0.952,9.094,-1.343,2.319
0.057,0.242,0.951,8.850,-2.686,2.380
0.058,0.246,0.951,10.254,-1.221,1.892
0.058,0.250,0.955,10.681,-2.258,1.465
0.057,0.257,0.954,11.414,-0.916,1.465
0.054,0.265,0.961,9.827,-2.625,1.831
0.055,0.266,0.963,7.690,-2.075,1.648
0.056,0.267,0.965,5.432,-2.563,1.404
0.055,0.266,0.965,5.310,-1.465,1.099
0.058,0.262,0.969,4.456,-2.258,0.244
0.059,0.257,0.974,4.944,-2.014,-0.305
0.058,0.256,0.971,5.554,-0.977,-0.916
0.054,0.261,0.972,5.859,-0.671,-0.977
0.051,0.272,0.979,6.470,-0.183,-1.343
0.056,0.281,0.992,8.362,0.610,-1.892
0.048,0.235,1.006,16.235,1.099,-3.784
0.049,0.092,1.038,38.879,2.686,-9.521
0.044,-0.159,1.119,84.717,2.808,-21.545
0.030,-0.511,1.247,163.940,3.357,-40.466
0.050,-0.853,1.397,281.555,7.080,-61.829
0.061,-1.177,1.554,430.786,9.399,-75.867
0.001,-1.459,1.747,588.074,7.324,-79.590
-0.090,-1.861,1.988,727.966,-5.920,-76.843
-0.112,-2.261,2.211,836.121,-25.818,-71.533
-0.089,-2.594,2.254,902.344,-45.105,-58.899
-0.135,-2.815,2.115,942.322,-64.331,-35.339
-0.185,-2.910,1.837,953.796,-83.069,13.733
-0.306,-2.846,1.531,936.096,-100.891,84.229
-0.346,-2.585,1.336,892.395,-121.765,162.903
-0.359,-2.191,1.213,832.214,-138.977,227.844
-0.260,-1.704,1.177,766.846,-146.484,262.268
-0.176,-1.220,1.161,706.543,-143.982,271.667
-0.135,-0.771,1.081,639.099,-131.897,263.916
-0.122,-0.409,0.862,559.631,-111.084,238.953
-0.132,-0.234,0.676,468.445,-86.792,204.285
-0.204,-0.140,0.522,371.338,-72.998,167.664
-0.193,-0.096,0.454,269.470,-69.153,140.991
-0.373,-0.201,0.450,176.392,-71.106,119.751
-0.329,-0.330,0.528,102.600,-84.961,108.704
-0.264,-0.275,0.639,54.443,-102.417,111.755
-0.181,-0.197,0.774,29.846,-117.004,120.728
0.008,-0.022,0.892,21.606,-121.765,126.831
0.112,0.160,0.915,20.508,-115.723,126.160
0.223,0.349,0.880,15.076,-97.595,119.385
0.302,0.441,0.811,-4.150,-69.519,108.704
0.376,0.365,0.700,-32.898,-34.119,87.585
0.404,0.181,0.541,-60.974,3.906,58.899
0.371,-0.044,0.381,-80.811,38.757,33.203
0.331,-0.259,0.185,-87.219,68.176,15.381
0.321,-0.462,-0.021,-77.881,88.196,4.272
0.338,-0.598,-0.227,-52.856,96.619,-1.770
0.372,-0.687,-0.425,-22.278,94.116,-3.967
0.412,-0.719,-0.557,2.563,81.970,-2.075
0.477,-0.732,-0.635,17.578,65.063,1.099
0.532,-0.752,-0.684,25.146,48.889,3.357
0.569,-0.770,-0.692,27.405,35.889,4.089
0.588,-0.823,-0.691,25.024,25.513,4.150
0.590,-0.882,-0.675,21.301,17.761,3.967
0.564,-0.904,-0.649,19.348,10.315,5.981
0.527,-0.901,-0.620,17.944,3.235,9.216
